route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"6-BNZ-mjp-1","T0","9.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-Bor-mjp-1","T2","1.T2.6-Bor-mjp-1.1.H","6-Bor-mjp-1.1.H","Bendigo","0","","1"
"6-Bor-mjp-1","T2","2.T2.6-Bor-mjp-1.2.R","6-Bor-mjp-1.2.R","Boort","1","","1"
"6-BxW-mjp-1","T2","1.T2.6-BxW-mjp-1.1.H","6-BxW-mjp-1.1.H","Woomelang","0","","2"
"6-BxW-mjp-1","T2","2.T2.6-BxW-mjp-1.2.R","6-BxW-mjp-1.2.R","Bendigo","1","","2"
"6-c06-mjp-1","T2","1.T2.6-c06-mjp-1.1.H","6-c06-mjp-1.1.H","Chewton","0","","1"
"6-c06-mjp-1","T3","1.T3.6-c06-mjp-1.1.H","6-c06-mjp-1.1.H","Chewton","0","","1"
"6-c06-mjp-1","T2","10.T2.6-c06-mjp-1.4.R","6-c06-mjp-1.4.R","Castlemaine","1","","1"
"6-c06-mjp-1","T2","2.T2.6-c06-mjp-1.1.H","6-c06-mjp-1.1.H","Chewton","0","","2"
"6-c06-mjp-1","T3","2.T3.6-c06-mjp-1.1.H","6-c06-mjp-1.1.H","Chewton","0","","1"
"6-c06-mjp-1","T2","3.T2.6-c06-mjp-1.2.H","6-c06-mjp-1.2.H","Chewton","0","","1"
"6-c06-mjp-1","T3","3.T3.6-c06-mjp-1.3.R","6-c06-mjp-1.3.R","Castlemaine","1","","1"
"6-c06-mjp-1","T2","4.T2.6-c06-mjp-1.2.H","6-c06-mjp-1.2.H","Chewton","0","","2"
"6-c06-mjp-1","T3","4.T3.6-c06-mjp-1.3.R","6-c06-mjp-1.3.R","Castlemaine","1","","1"
"6-c06-mjp-1","T2","5.T2.6-c06-mjp-1.2.H","6-c06-mjp-1.2.H","Chewton","0","","2"
"6-c06-mjp-1","T3","5.T3.6-c06-mjp-1.3.R","6-c06-mjp-1.3.R","Castlemaine","1","","1"
"6-c06-mjp-1","T2","6.T2.6-c06-mjp-1.3.R","6-c06-mjp-1.3.R","Castlemaine","1","","1"
"6-c06-mjp-1","T2","7.T2.6-c06-mjp-1.3.R","6-c06-mjp-1.3.R","Castlemaine","1","","2"
"6-c06-mjp-1","T2","8.T2.6-c06-mjp-1.4.R","6-c06-mjp-1.4.R","Castlemaine","1","","1"
"6-c06-mjp-1","T2","9.T2.6-c06-mjp-1.4.R","6-c06-mjp-1.4.R","Castlemaine","1","","2"
"6-C27-mjp-1","T0+WD75_1","1.T0.6-C27-mjp-1.1.H","6-C27-mjp-1.1.H","Smythesdale","0","","2"
"6-C27-mjp-1","T0+WD75_1","2.T0.6-C27-mjp-1.2.R","6-C27-mjp-1.2.R","Delacombe","1","","2"
"6-cc2-mjp-1","T0","1.T0.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","38","1"
"6-cc2-mjp-1","T2","1.T2.6-cc2-mjp-1.1.H","6-cc2-mjp-1.1.H","Colac","0","34","1"
"6-cc2-mjp-1","T0","10.T0.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","35","1"
"6-cc2-mjp-1","T0","11.T0.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","40","1"
"6-cc2-mjp-1","T0","12.T0.6-cc2-mjp-1.2.R","6-cc2-mjp-1.2.R","Colac West","1","39","1"
